Finished,ResponseId,consent,attn_check_1,attn_check_2,attn_check_3_1,attn_check_3_2,attn_check_3_3,attn_check_4,WW_det_identity_1_1,WW_det_identity_2_1,WW_det_identity_3_1,WW_det_identity_telo_1,WW_det_prediction_1,WW_det_prediction_es_1,WW_det_prediction_te_1,WW_det_prediction_ca_1,WW_det_comp_prev,WW_det_comp_1,WW_det_comp_2,WW_imp_identity_1_1,WW_imp_identity_2_1,WW_imp_identity_3_1,WW_imp_identity_telo_1,WW_imp_prediction_1,WW_imp_prediction_es_1,WW_imp_prediction_te_1,WW_imp_prediction_ca_1,WW_imp_comp_prev,WW_imp_comp_1,WW_imp_comp_2,BL_det_identity_1_1,BL_det_identity_2_1,BL_det_identity_3_1,BL_det_identity_telo_1,BL_det_prediction_1,BL_det_prediction_es_1,BL_det_prediction_te_1,BL_det_prediction_ca_1,BL_det_comp_prev,BL_det_comp_1,BL_det_comp_2,BL_imp_identity_1_1,BL_imp_identity_2_1,BL_imp_identity_3_1,BL_imp_identity_telo_1,BL_imp_prediction_1,BL_imp_prediction_es_1,BL_imp_prediction_te_1,BL_imp_prediction_ca_1,BL_imp_comp_prev,BL_imp_comp_1,BL_imp_comp_2,WC_det_identity_1_1,WC_det_identity_2_1,WC_det_identity_3_1,WC_det_identity_telo_1,WC_det_prediction_1,WC_det_prediction_es_1,WC_det_prediction_te_1,WC_det_prediction_ca_1,WC_det_comp_prev,WC_det_comp_1,WC_det_comp_2,WC_imp_identity_1_1,WC_imp_identity_2_1,WC_imp_identity_3_1,WC_imp_identity_telo_1,WC_imp_prediction_1,WC_imp_prediction_es_1,WC_imp_prediction_te_1,WC_imp_prediction_ca_1,WC_imp_comp_prev,WC_imp_comp_1,WC_imp_comp_2,AM_det_identity_1_1,AM_det_identity_2_1,AM_det_identity_3_1,AM_det_identity_telo_1,AM_det_prediction_1,AM_det_prediction_es_1,AM_det_prediction_te_1,AM_det_prediction_ca_1,AM_det_comp_prev,AM_det_comp_1,AM_det_comp_2,AM_imp_identity_1_1,AM_imp_identity_2_1,AM_imp_identity_3_1,AM_imp_identity_telo_1,AM_imp_prediction_1,AM_imp_prediction_es_1,AM_imp_prediction_te_1,AM_imp_prediction_ca_1,AM_imp_comp_prev,AM_imp_comp_1,AM_imp_comp_2,TC_det_identity_1_1,TC_det_identity_2_1,TC_det_identity_3_1,TC_det_identity_telo_1,TC_det_prediction_1,TC_det_prediction_es_1,TC_det_prediction_te_1,TC_det_prediction_ca_1,TC_det_comp_prev,TC_det_comp_1,TC_det_comp_2,TC_imp_identity_1_1,TC_imp_identity_2_1,TC_imp_identity_3_1,TC_imp_identity_telo_1,TC_imp_prediction_1,TC_imp_prediction_es_1,TC_imp_prediction_te_1,TC_imp_prediction_ca_1,TC_imp_comp_prev,TC_imp_comp_1,TC_imp_comp_2,RO_det_identity_1_1,RO_det_identity_2_1,RO_det_identity_3_1,RO_det_identity_telo_1,RO_det_prediction_1,RO_det_prediction_es_1,RO_det_prediction_te_1,RO_det_prediction_ca_1,RO_det_comp_prev,RO_det_comp_1,RO_det_comp_2,RO_imp_identity_1_1,RO_imp_identity_2_1,RO_imp_identity_3_1,RO_det_identity_telo_1,RO_imp_prediction_1,RO_imp_prediction_es_1,RO_imp_prediction_te_1,RO_imp_prediction_ca_1,RO_imp_comp_prev,RO_imp_comp_1,RO_imp_comp_2,BT_det_identity_1_1,BT_det_identity_2_1,BT_det_identity_3_1,BT_det_identity_telo_1,BT_det_prediction_1,BT_det_prediction_es_1,BT_det_prediction_te_1,BT_det_prediction_ca_1,BT_det_comp_prev,BT_det_comp_1,BT_det_comp_2,BT_imp_identity_1_1,BT_imp_identity_2_1,BT_imp_identity_3_1,BT_imp_identity_telo_1,BT_imp_prediction_1,BT_imp_prediction_es_1,BT_imp_prediction_te_1,BT_imp_prediction_ca_1,BT_imp_comp_prev,BT_imp_comp_1,BT_imp_comp_2,DL_det_identity_1_1,DL_det_identity_2_1,DL_det_identity_3_1,DL_det_identity_telo_1,DL_det_prediction_1,DL_det_prediction_es_1,DL_det_prediction_te_1,DL_det_prediction_ca_1,DL_det_comp_prev,DL_det_comp_1,DL_det_comp_2,DL_imp_identity_1_1,DL_imp_identity_2_1,DL_imp_identity_3_1,DL_imp_identity_telo_1,DL_imp_prediction_1,DL_imp_prediction_es_1,DL_imp_prediction_te_1,DL_imp_prediction_ca_1,DL_imp_comp_prev,DL_imp_comp_1,DL_imp_comp_2,psych_glibness_1,psych_grandiose_1,psych_path_liar_1,psych_con_manip_1,psych_remorse_1,psych_shallow_affect_1,psych_callous_1,psych_parasitism_1,psych_control_behav_1,psych_goals_1,psych_impulse_1,psych_irresponsible_1,psych_responsible_1,psych_same_offense_1,psych_criminal_1,politics_1,gender,gender_4_TEXT,ethnicity,ethnicity_5_TEXT,age,education,education_9_TEXT,comments,StudyID
1,R_1f2DfbGms9PKOh8,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,64,37,91,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,71,83,81,97,80,91,100,77,48,64,92,96,100,95,19,1,,1,,50,2,,,cmc_e3
1,R_1eICcJLWprlLRBB,1,2,2,,,,,70,69,50,81,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,68,82,79,87,76,77,83,75,50,51,76,81,75,50,30,1,,1,,35,5,,Good luck to you with your research. ,cmc_e3
1,R_PwDl8wUbw3YOITL,1,2,2,,,,,,,,,,,,,,,,9,9,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,50,50,50,50,81,50,80,50,39,40,40,50,50,51,3,1,,1,,35,5,,,cmc_e3
1,R_31jCs2XVkwLw9tC,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,53,100,73,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,93,66,70,60,66,50,64,50,23,22,45,25,23,24,60,1,,1,,18,2,,,cmc_e3
1,R_21AkZTrYdqrSCRo,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,45,95,100,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,65,55,80,75,80,81,91,50,39,40,50,60,59,65,80,1,,1,,32,5,,,cmc_e3
1,R_1liAUyRKbmqZTW7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,10,95,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,70,70,70,90,100,100,80,35,85,25,80,85,70,80,15,1,,1,,28,4,,,cmc_e3
1,R_2PpYcAGok5w85Cu,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,24,100,83,,,,,1,5,1,55,77,65,77,59,82,72,71,40,30,22,80,81,65,41,3,2,,1,,31,8,,None,cmc_e3
1,R_zcdczjH0ai1dPbz,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,100,75,80,2,2,5,,,,,,,,,,,,70,30,20,80,0,90,70,90,20,0,0,0,0,70,90,60,1,,3,,18,3,,,cmc_e3
1,R_3g13nrH1KwVCqcw,1,2,2,,,,,63,62,80,83,,,,,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,52,70,70,62,58,69,80,53,28,32,30,30,56,37,29,1,,1,,23,5,,,cmc_e3
1,R_2ZNuRQttoectOdo,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,1,96,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,61,32,35,50,54,42,58,45,53,49,29,59,53,56,40,1,,1,,42,6,,,cmc_e3
1,R_OMYE3ahH5W9yI3n,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,73,89,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,74,49,61,68,67,28,51,27,22,73,48,32,65,42,100,2,,1,,68,4,,,cmc_e3
1,R_1FkRIx1HtIRulBo,1,2,2,,,,,,,,,20,5,100,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,70,39,10,29,29,29,11,11,20,4,19,20,6,5,60,2,,1,,50,5,,,cmc_e3
1,R_3iUqESFm4utM6UA,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,29,94,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,91,80,100,94,85,100,87,41,18,10,45,67,67,86,54,1,,1,,39,4,,,cmc_e3
1,R_Qj2Yv5CYTHwAok9,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,17,75,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,78,93,85,79,79,91,83,85,76,91,82,84,69,77,90,1,,1,,34,6,,,cmc_e3
1,R_1mC3Rq7HSkOffgF,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,60,93,92,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,68,75,84,15,90,80,91,50,20,35,76,71,64,51,100,1,,1,,52,4,,"None, Thank you!",cmc_e3
1,R_3qIt3NpYAOBsvwG,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10,100,100,2,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,100,100,100,100,100,100,100,49,7,49,79,89,100,100,69,2,,1,,34,3,,,cmc_e3
1,R_3k1H5Kq8Ef9kQ8W,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,100,100,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,100,61,100,100,100,100,100,50,30,10,50,50,50,80,40,2,,1,,32,2,,,cmc_e3
1,R_31YiDiDufQNC1Sk,1,2,2,,,,,,,,,,,,,,,,70,40,83,90,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,75,95,90,80,85,75,98,80,70,65,70,95,70,93,50,2,,2,,50,5,,,cmc_e3
1,R_5bc6qXRYHZzvg7T,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,45,95,85,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,90,75,95,100,90,100,100,95,50,75,91,100,70,85,45,1,,1,,39,5,,N/A,cmc_e3
1,R_cIqWPEj3sW6re25,1,2,1,15,27,46,1,50,59,92,65,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,65,39,56,50,29,39,61,50,54,62,65,42,37,39,25,1,,1,,41,7,,,cmc_e3
1,R_2wo65OCjITqU5rS,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,77,95,,,,,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,64,25,36,52,53,44,55,20,22,15,36,43,43,32,6,2,,1,,42,5,,,cmc_e3
1,R_3j35zN4gccwMuUr,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,53,100,92,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,82,47,82,71,77,65,69,63,70,43,47,61,74,83,20,1,,1,,37,5,,,cmc_e3
1,R_3NNVbTjX79P3cEr,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,0,100,100,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,50,50,50,100,100,50,50,0,0,60,50,40,20,80,1,,1,,30,2,,,cmc_e3
1,R_1NEvEGmkUw7DwRO,1,2,2,,,,,30,30,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,60,100,65,65,65,100,50,25,50,50,60,40,60,30,2,,1,,48,3,,I question where some of these values are true or if they are just to drive profits.,cmc_e3
1,R_1k1Ps5AaNKLn4ym,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,70,100,93,,,,,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,66,69,61,70,44,51,78,65,28,21,21,24,24,8,46,1,,3,,47,5,,,cmc_e3
1,R_d4o1sGThIFWAtG1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,78,67,76,,,,,1,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,67,73,71,14,75,76,82,82,80,78,82,77,75,76,50,2,,3,,35,5,,,cmc_e3
1,R_1mXkLRfHk2iW7MF,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,29,100,100,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,82,20,51,81,91,71,51,30,30,9,14,35,20,15,9,1,,1,,69,6,,,cmc_e3
1,R_bKOS4xMLJHHztFD,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,22,93,100,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,82,55,58,62,66,64,69,53,44,30,47,59,64,77,1,2,,1,,33,5,,,cmc_e3
1,R_10uThcqSbgnpPjz,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,20,100,80,1,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,30,30,100,100,100,100,50,1,,1,,33,2,,,cmc_e3
1,R_1k1T6U0SV2agXCR,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,7,100,100,,,,,1,5,2,44,20,43,47,30,40,29,49,50,10,10,16,44,44,18,81,1,,1,,81,6,,,cmc_e3
1,R_AjMnjW4xQOrbLG1,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,100,100,1,5,1,,,,,,,,,,,,,,,,,,,,,,,86,96,90,90,98,87,97,100,100,19,2,72,85,95,87,8,2,,1,,27,6,,,cmc_e3
1,R_1eWS5Qw7xBGNJVm,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,50,100,100,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,51,41,59,49,54,49,26,24,15,23,48,49,59,41,50,1,,1,,30,4,,,cmc_e3
1,R_xAynyUZVsbIdWpj,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,30,100,90,1,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,81,64,64,55,66,64,81,70,34,39,54,80,60,54,40,2,,1,,40,5,,,cmc_e3
1,R_Qbw0LesgGZ5MJcR,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,50,65,50,55,70,70,80,50,50,30,70,30,60,70,40,1,,1,,29,5,,,cmc_e3
1,R_33d9vZBpUpCFm2p,1,1,2,15,20,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,40,71,46,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,20,43,53,48,36,25,40,21,22,15,23,67,35,42,20,2,,1,,22,5,,,cmc_e3
1,R_Xz83IceuaEBAlLr,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,100,100,100,100,85,70,100,100,60,100,70,85,100,80,50,1,,4,,20,4,,,cmc_e3
1,R_1EalPD5mccIyqpG,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,80,70,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,80,20,20,50,30,30,29,10,40,20,29,50,50,40,30,2,,1,,62,4,,,cmc_e3
1,R_2fe8fh8YAM8Y5RB,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,40,100,90,,,,,1,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,85,50,66,70,80,70,90,50,30,30,70,80,80,50,50,1,,1,,37,5,,,cmc_e3
1,R_OEaD9K9eZrBpgEF,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,45,100,100,,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,80,50,62,71,71,70,71,16,9,9,32,65,49,40,1,1,,1,,55,5,,,cmc_e3
1,R_2bQyQWdclGWyzVM,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,91,100,100,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,90,50,55,65,80,60,90,60,1,1,50,70,75,70,1,2,,1,,53,5,,,cmc_e3
1,R_2wTDDK8yI3fRbY2,1,2,2,,,,,,,,,,,,,,,,,,,,9,49,85,81,3,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,77,72,75,73,73,77,33,35,35,24,48,55,61,68,1,,1,,29,4,,,cmc_e3
1,R_31m9qLZFvq6cx1T,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,56,97,100,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,81,61,82,70,70,79,88,65,50,39,75,59,71,66,0,1,,1,,45,4,,,cmc_e3
1,R_2EuaLDWnWiyb4N7,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,100,100,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,76,79,97,85,71,79,95,37,29,52,61,62,86,91,42,2,,1,,29,2,,,cmc_e3
